ORIGIN,DEST,AIRLINE_CODE,DISTANCE,NUM_VUELOS
LAS,SAN,F9,258.0,214
PHX,BFL,OO,425.0,214
ORF,MDW,WN,704.0,214
MSP,CID,9E,220.0,214
ELM,DTW,OO,332.0,214
BOI,PHX,WN,735.0,214
DSM,ORD,UA,299.0,214
OGG,PDX,AS,2562.0,214
DEN,ELP,OO,563.0,214
LAS,PHX,F9,255.0,214
BNA,JFK,9E,765.0,213
MDW,SJC,WN,1838.0,213
SJU,TPA,B6,1237.0,213
OAK,LAX,NK,337.0,213
MCO,IND,NK,829.0,213
SJC,PDX,OO,569.0,213
BMI,DFW,YV,690.0,213
IAH,BWI,UA,1235.0,213
LAS,EWR,NK,2227.0,213
IAD,MDW,WN,577.0,213
IAH,OKC,OO,395.0,213
BNA,VPS,WN,389.0,213
MDT,ORD,MQ,594.0,213
DFW,MEM,MQ,431.0,213
ORD,PHX,WN,1440.0,213
CMH,MCO,NK,802.0,213
BDL,DFW,AA,1471.0,213
STL,MSY,WN,604.0,213
TLH,DFW,MQ,767.0,213
STL,MIA,AA,1068.0,213
ORD,RIC,MQ,642.0,213
GSP,PHL,OH,515.0,213
COS,PHX,WN,551.0,212
DEN,CLE,WN,1201.0,212
JFK,BNA,9E,765.0,212
IAH,TUL,OO,429.0,212
BNA,DEN,UA,1014.0,212
MEM,DEN,OO,872.0,212
BOS,AUS,DL,1698.0,212
PSP,OAK,WN,418.0,212
DEN,SBA,OO,916.0,212
BWI,IAH,UA,1235.0,212
PDX,SEA,DL,129.0,212
JFK,JAX,YX,828.0,212
CHS,MIA,MQ,489.0,212
IAH,CHS,YV,925.0,212
DFW,DRT,MQ,335.0,212
PDX,OGG,AS,2562.0,212
DTW,APN,OO,198.0,212
MKE,PHX,AA,1460.0,212
MOB,ATL,OO,302.0,212
PBG,IAD,OO,444.0,212
DTW,PHL,OH,453.0,212
PHL,SDF,YX,576.0,211
SAV,IAH,YV,851.0,211
JAX,EWR,YX,820.0,211
STL,ORD,MQ,258.0,211
CVG,ORD,YX,264.0,211
IAD,BNA,UA,542.0,211
BDL,ORD,AA,783.0,211
IAH,LFT,EV,201.0,211
SAT,ORD,UA,1041.0,211
PIT,FLL,NK,994.0,211
LGA,GSO,YX,461.0,211
ORD,ORF,UA,717.0,211
ORD,ROC,UA,528.0,211
DAY,ORD,MQ,240.0,211
JFK,PHX,B6,2153.0,211
PVD,ORD,MQ,849.0,211
SEA,BOS,B6,2496.0,211
MCO,PVD,B6,1072.0,211
LAX,AUS,OO,1242.0,211
PHL,ATL,F9,666.0,211
LGA,MSP,YX,1020.0,210
RDU,IAH,YV,1042.0,210
ORD,MEM,MQ,491.0,210
XNA,CLT,OH,754.0,210
PHX,ABQ,YV,328.0,210
IAH,AUS,YV,140.0,210
LGA,ATL,F9,762.0,210
DFW,BMI,YV,690.0,210
MCO,BQN,B6,1129.0,210
MSP,DEN,F9,680.0,210
GRR,DCA,OH,524.0,210
IAD,CMH,YV,299.0,210
IAD,CVG,YV,388.0,210
CLE,IAD,UA,288.0,210
EUG,DEN,OO,996.0,210
BOS,RIC,YX,474.0,210
CLE,JFK,YX,425.0,210
BNA,EWR,YX,748.0,210
DTW,ABE,OO,425.0,210
BUR,LAS,NK,223.0,209
LGA,SYR,9E,198.0,209
ATL,SBN,9E,566.0,209
ORD,JFK,B6,740.0,209
IAH,MSP,DL,1034.0,209
LGA,CVG,YX,585.0,209
IND,DAL,WN,755.0,209
LAN,DTW,OO,74.0,209
BNA,DCA,OH,562.0,209
MIA,DEN,F9,1709.0,209
SEA,PHL,AA,2378.0,209
DCA,BTV,YX,437.0,209
DCA,PVD,WN,356.0,209
SFO,LAS,OO,414.0,208
DEN,DTW,UA,1123.0,208
DCA,MCI,YX,949.0,208
BNA,LAX,AA,1797.0,208
DEN,SHR,OO,359.0,208
JAN,ATL,9E,341.0,208
EWR,ORF,YX,284.0,208
SEA,ABQ,AS,1180.0,208
CVG,DEN,F9,1069.0,208
MDW,ORF,WN,704.0,208
DFW,GRR,AA,931.0,208
MDT,DTW,9E,371.0,208
TYS,DEN,OO,1162.0,208
CLE,BOS,YX,563.0,208
GEG,SLC,OO,546.0,208
DTW,CLT,OH,500.0,208
RST,MSP,9E,76.0,208
MSP,PHX,WN,1276.0,208
DAL,IND,WN,755.0,208
DRT,DFW,MQ,335.0,208
BNA,IAH,YV,657.0,208
BWI,LAS,NK,2106.0,208
DCA,SAV,OH,519.0,208
PHL,RSW,F9,993.0,208
XNA,ORD,OO,522.0,208
CLT,DEN,OO,1337.0,208
AVP,ORD,MQ,632.0,208
CLT,OKC,OH,940.0,207
MGM,DFW,MQ,622.0,207
ELP,LAX,OO,715.0,207
DAL,PNS,WN,592.0,207
CLT,XNA,OH,754.0,207
MIA,STL,AA,1068.0,207
DEN,COS,UA,73.0,207
PBI,DCA,B6,857.0,207
DTW,CMH,OO,155.0,207
DEN,BIL,OO,455.0,207
TPA,LGA,B6,1010.0,207
CMH,PHX,AA,1670.0,207
SFO,HNL,HA,2398.0,207
JAX,DTW,DL,813.0,207
PHL,SEA,AA,2378.0,207
SJC,MDW,WN,1838.0,207
GSP,ORD,MQ,577.0,207
MSN,DFW,AA,821.0,207
JAX,JFK,YX,828.0,207
SCE,DTW,OO,301.0,207
SLC,SAT,OO,1087.0,207
RSW,HPN,B6,1102.0,207
CMH,STL,WN,409.0,207
AUS,IAH,YV,140.0,207
STL,SAN,WN,1557.0,207
DEN,LBL,OO,280.0,207
CLT,ORD,YX,599.0,207
ABE,SFB,G4,882.0,207
GEG,DFW,AA,1477.0,206
DTW,SAT,DL,1214.0,206
SYR,ORD,MQ,607.0,206
ATL,FWA,9E,508.0,206
SRQ,BNA,WN,648.0,206
ATL,IAD,YV,534.0,206
BOS,SAV,B6,901.0,206
PSP,PHX,YV,261.0,206
MSP,LGA,YX,1020.0,206
CLT,FNT,OH,555.0,206
STT,CLT,AA,1520.0,206
SEA,BWI,AS,2335.0,206
IAD,BDL,YV,325.9854368932039,206
ACY,RSW,NK,982.0,206
ORD,RSW,NK,1120.0,206
MSP,IAH,DL,1034.0,206
MCI,DFW,MQ,460.0,206
SEA,PHL,AS,2378.0,206
LGA,MCO,NK,950.0,206
MCO,BNA,NK,616.0,206
RSW,ACY,NK,982.0,205
DFW,GSP,AA,862.0,205
ABQ,DEN,OO,349.0,205
BUF,EWR,YX,282.0,205
ORD,AVP,MQ,632.0,205
SMF,GEG,WN,649.0,205
ORD,CHS,UA,760.0,205
CID,DEN,UA,692.0,205
IAH,DTW,YV,1075.0,205
TYS,ORD,MQ,475.0,205
DTW,TVC,9E,207.0,205
MIA,SAV,MQ,440.0,205
ASE,IAH,OO,913.0,205
MSP,STL,WN,448.0,205
BQN,MCO,B6,1129.0,205
CHS,EWR,UA,628.0,205
IAH,ASE,OO,913.0,205
SJU,PHL,NK,1576.0,205
LAS,LAX,AS,236.0,205
RDU,DCA,9E,227.0,205
DEN,MEM,OO,872.0,205
PWM,DCA,YX,482.0,205
DFW,FSM,OO,227.0,205
LAX,ABQ,WN,677.0,204
BWI,SEA,AS,2335.0,204
CLT,GSO,MQ,83.0,204
ECP,HOU,WN,570.843137254902,204
ATL,EWR,NK,746.0,204
YUM,DFW,OO,1022.0,204
LAX,LIH,AA,2615.0,204
COU,DFW,OO,489.12745098039215,204
ORD,GSP,MQ,577.0,204
PHL,DCA,OH,119.0,204
ORD,XNA,OO,522.0,204
DEN,SEA,OO,1024.0,204
MCO,CMH,NK,802.0,204
DTW,MQT,OO,349.0,204
PHL,BNA,AA,675.0,204
RSW,IAD,UA,891.0,204
LAS,CLE,F9,1824.0,203
ICT,IAH,OO,542.0,203
ATL,ORD,NK,606.0,203
MCI,LAS,NK,1139.0,203
AVL,SFB,G4,465.0,203
SDF,ORD,OO,286.0,203
PHL,DCA,YX,119.0,203
ORD,DEC,OO,156.0,203
CMH,DTW,OO,155.0,203
ACV,LAX,OO,577.0,203
PBI,ORD,AA,1143.2167487684728,203
JFK,PIT,9E,340.0,203
DEN,ELP,WN,563.0,203
TVC,DTW,9E,207.0,203
ATL,JAN,9E,341.0,203
JAN,IAH,EV,351.0,203
SPI,DFW,MQ,630.0,202
DTW,ELM,OO,332.0,202
PIT,IAH,YV,1117.0,202
LGA,MEM,9E,963.0,202
SHR,DEN,OO,359.0,202
ANC,DEN,UA,2405.0,202
JFK,MSP,9E,1029.0,202
ORD,SFO,AS,1846.0,202
CLE,MSP,9E,622.0,202
IND,JFK,YX,665.0,202
DEN,SBA,UA,916.0,202
CLT,EWR,UA,529.0,202
PUW,SEA,QX,250.0,202
RDM,DEN,OO,898.0,202
RDU,STL,WN,667.0,202
MSN,DFW,MQ,821.0,202
MSP,CLE,9E,622.0,202
BHM,DFW,AA,597.0,202
ORF,DTW,9E,529.0,201
MSN,ORD,UA,108.58706467661692,201
LAS,DFW,F9,1055.0,201
DFW,BHM,AA,597.0,201
EUG,DEN,UA,996.0,201
SAT,DTW,DL,1214.0,201
DCA,STL,OH,719.0,201
LAS,MCO,NK,2039.0,201
CMH,PHX,WN,1670.0,201
FLL,MYR,NK,529.0,201
ORD,DAY,MQ,240.0,201
LAS,ATL,F9,1747.0,201
RSW,CLE,F9,1025.0,201
DCA,CVG,OH,411.0,201
IAH,EWR,NK,1400.0,201
ATL,JAN,WN,341.0,201
AUS,LAS,AA,1090.0,201
LAS,BUR,NK,223.0,200
ORD,ROC,OO,528.0,200
EWR,CLE,YX,404.0,200
SEA,RDU,AS,2354.0,200
EWR,SAV,YX,708.0,200
OKC,IAH,OO,395.0,200
SEA,FCA,QX,379.0,200
ORD,PVD,MQ,849.0,200
DEN,LIT,OO,771.0,200
PHL,IAH,YX,1325.0,200
MIA,ATL,WN,594.0,200
MSP,MOT,9E,449.0,200
PRC,DEN,OO,557.0,200
PIT,JFK,9E,340.0,200
FAI,SEA,DL,1533.0,200
CLT,SLC,AA,1727.0,200
LGA,MCI,WN,1107.0,200
PIT,PHL,YX,268.0,200
DTW,CWA,9E,363.0,200
ORD,FSD,MQ,462.85,200
IAH,PHX,YV,1009.0,200
IAD,PHX,UA,1956.0,199
PHX,IAH,YV,1009.0,199
OGG,PHX,AA,2845.0,199
MIA,DTW,AA,1145.0,199
ORD,RDU,YX,646.0,199
SLC,PHX,OO,507.0,199
SFO,AUS,AS,1504.0,199
RDU,SFO,UA,2400.0,199
DFW,TUL,MQ,237.0,199
ORD,MDT,MQ,594.0,199
PHL,MYR,OH,473.0,199
PHX,BOI,WN,735.0,199
DTW,ROC,OO,296.0,199
DEC,ORD,OO,156.0,199
LAW,DFW,OO,140.0,199
MCI,AUS,WN,650.0,199
SEA,SAT,AS,1774.0,199
MSP,EWR,OO,1008.0,199
CHS,IAH,YV,925.0,199
LGA,CHS,9E,641.0,199
COD,DEN,OO,391.0,199
PHX,TUL,WN,935.0,198
BNA,ORD,MQ,409.0,198
EWR,JAX,UA,820.0,198
DFW,SJU,AA,2165.0,198
SEA,PUW,QX,250.0,198
BOS,SEA,B6,2496.0,198
SAT,LAX,OO,1211.0,198
GRR,DFW,MQ,931.0,198
IAH,CRP,EV,201.0,198
HOU,JAX,WN,816.0,198
RDU,TPA,WN,587.0,198
ROC,DCA,OH,296.0,198
BNA,IAD,UA,542.0,198
AUS,BOS,DL,1698.0,198
FNT,CLT,OH,555.0,198
TPA,LAX,DL,2158.0,198
XNA,LGA,YX,1147.0,198
PNS,HOU,WN,488.0,198
COS,LAS,WN,604.0,198
MCO,LGA,NK,950.0,198
DEN,SGF,OO,637.0,198
MSY,LAS,WN,1500.0,198
ORD,DSM,UA,299.0,198
MDW,IAD,WN,577.0,198
LEX,ORD,OO,323.0,198
MSY,BOS,B6,1368.0,198
DFW,HRL,OO,461.0,197
DTW,MIA,AA,1145.0,197
DTW,DEN,WN,1123.0,197
CLT,GRR,OH,583.0,197
MKE,ATL,WN,669.0,197
CLE,ORD,YX,315.0862944162437,197
SFO,MRY,OO,77.0,197
MCO,LAS,F9,2039.0,197
MKE,IAH,OO,984.0,197
EAR,DEN,OO,305.0,197
MCI,FLL,WN,1242.0,197
DCA,JAX,YX,634.0,197
SYR,LGA,9E,198.0,197
ORD,PIT,MQ,413.0,197
CID,MSP,9E,220.0,196
SFO,ORD,AS,1846.0,196
ORD,TOL,MQ,213.0,196
STL,DEN,F9,770.0,196
DEN,BNA,UA,1014.0,196
ORD,IAH,NK,925.0,196
JAX,MIA,YX,335.0,196
AUS,SFO,AS,1504.0,196
CLT,VPS,AA,460.0,196
PHX,BFL,YV,425.0,196
ORD,SAT,AA,1041.0,196
PHX,SLC,OO,507.0,196
TPA,LGA,WN,1010.0,196
STL,RDU,WN,667.0,196
LBL,DEN,OO,280.0,196
OAK,PSP,WN,418.0,196
SLC,CLT,AA,1727.0,196
ORD,MSN,UA,108.6,195
ROC,CLT,AA,573.0,195
IAH,SLC,UA,1195.0,195
IAH,RDU,YV,1042.0,195
LAX,OAK,NK,337.0,195
TYS,DFW,YV,771.0,195
BOI,DFW,AA,1272.0,195
PIT,CLT,YX,366.0,195
IAH,PHL,YX,1325.0,195
SYR,ORD,OO,607.0,195
SNA,DEN,F9,846.0,195
DFW,BOS,B6,1562.0,195
MCO,PHX,WN,1849.0,195
PDX,FAT,OO,626.0,195
SYR,BWI,WN,273.0,195
TUS,SAN,WN,367.93333333333334,195
MEM,CLT,OH,511.0,195
PDX,MDW,WN,1751.0,195
MOT,MSP,9E,449.0,195
CLE,LAS,F9,1824.0,194
PHL,SJU,NK,1576.0,194
EWR,IAH,NK,1400.0,194
GUC,DEN,OO,152.0,194
OME,ANC,AS,539.0,194
LAS,SFO,OO,414.0,194
LAX,OKC,OO,1187.0,194
DCA,DTW,YX,405.0,194
RDU,PHL,YX,337.0,194
DTW,PVD,OO,615.0,194
MDW,PDX,WN,1751.0,194
DFW,GEG,AA,1477.0,194
LGA,MCI,9E,1107.0,194
LYH,CLT,OH,175.0,194
DEN,EUG,UA,996.0,194
RIC,ORD,MQ,642.0,194
BIL,DEN,OO,455.0,194
VPS,BNA,WN,389.0,194
ATL,MLU,OO,448.0,194
ORD,MQT,MQ,303.0,194
ATL,MIA,WN,594.0,194
SLC,ORD,UA,1250.0,194
BDL,DCA,YX,313.0,194
CWA,DTW,9E,363.0,194
SEA,IND,AS,1866.0,194
ORD,ORF,MQ,717.0,194
ORD,MBS,OO,222.0,194
BOS,MIA,B6,1258.0,194
GRR,BWI,WN,528.0,194
PVD,PHL,OH,237.0,193
ICT,MSP,OO,545.0,193
RIC,DTW,9E,456.0,193
CHS,ORD,UA,760.0,193
PHX,OMA,AA,1037.0,193
PIE,CVG,G4,776.0,193
SAN,LAS,F9,258.0,193
GRR,CLT,OH,583.0,193
PHX,OGG,AA,2845.0,193
DEN,CID,OO,692.0,193
FLL,IND,WN,1005.0,193
LAX,ELP,OO,715.0,193
BOI,SJC,WN,523.0,193
LBB,DFW,MQ,282.0,193
SAV,ORD,YX,773.0,193
ATL,ORD,OO,606.0,193
GEG,SMF,WN,649.0,193
MFR,DEN,OO,964.0,193
TYS,SFB,G4,511.0,193
ATL,TPA,NK,406.0,193
SLC,GEG,OO,546.0,192
ORF,DTW,OO,529.0,192
MRY,DFW,MQ,1430.0,192
SFO,TPA,UA,2393.0,192
BHM,HOU,WN,570.0,192
CMH,ORD,UA,296.0,192
ORD,SLC,UA,1250.0,192
BDL,TPA,WN,1111.0,192
JAX,IAH,YV,817.0,192
CVG,IAD,YV,388.0,192
MCO,LAS,NK,2039.0,192
TPA,BDL,WN,1111.0,192
FAT,PDX,OO,626.0,192
MYR,PHL,OH,473.0,192
HOU,MEM,WN,484.0,192
SBN,ATL,9E,566.0,192
BDL,MIA,AA,1194.0,191
ORD,FLL,AA,1182.0,191
DFW,LBB,MQ,282.0,191
IND,HOU,WN,861.0,191
DFW,CLL,OO,164.0,191
ORD,DFW,NK,801.2931937172775,191
PIE,AVL,G4,519.0,191
DEN,PHL,F9,1558.0,191
HNL,SFO,HA,2398.0,191
ORD,CMH,UA,296.0,191
TUL,PHX,WN,935.0,191
DTW,RIC,9E,456.0,191
ABQ,SEA,AS,1180.0,191
BTV,PHL,OH,335.0,191
DEN,MFR,OO,964.0,191
FLL,LAS,NK,2173.0,191
SAV,BWI,WN,549.0,191
LAS,FLL,NK,2173.0,191
STL,LAX,AA,1592.0,191
ATL,FAY,OO,331.0,191
XNA,DFW,AA,280.0,191
DEN,DTW,WN,1123.0,191
OKC,CLT,OH,940.0,191
DFW,ORD,NK,801.2736842105263,190
BWI,SYR,WN,273.0,190
RDU,IAH,UA,1042.0,190
ELP,DEN,WN,563.0,190
DEN,STL,F9,770.0,190
DCA,RDU,9E,227.0,190
DTW,DEN,UA,1123.0,190
JAX,DCA,YX,634.0,190
BDL,PBI,B6,1133.0,190
PIT,FLL,WN,994.0,190
MSP,BIL,DL,748.0,190
SFO,LAX,B6,337.0,190
MQT,ORD,MQ,303.0,190
SBA,DEN,UA,916.0,190
SGF,DEN,OO,637.0,190
LGA,JAX,YX,833.0,190
MSP,RST,9E,76.0,190
IAH,DSM,YV,802.0,190
SBN,MSP,OO,411.0,190
PNS,IAH,YV,489.0,190
DFW,SFO,OO,1464.0,190
TPA,DEN,F9,1506.0,190
MAF,IAH,UA,429.0,190
MCO,RDU,F9,534.0,190
PDX,ORD,AA,1739.0,189
ORD,LEX,OO,323.0,189
ORD,BUF,UA,473.30687830687833,189
CLE,DEN,WN,1201.0,189
OMA,ORD,OO,416.0,189
GRB,MSP,OO,252.0,189
DEN,MEM,WN,872.0,189
PVD,DTW,OO,615.0,189
PHL,BTV,OH,335.0,189
PGD,CVG,G4,850.0,189
SAN,ABQ,WN,628.0,189
OAK,ABQ,WN,889.0,189
CLT,MEM,OH,511.0,189
MCI,MCO,NK,1072.0,189
PHX,MSP,WN,1276.0,189
MCO,ALB,WN,1073.0,189
CID,DEN,OO,692.0,189
EWR,PVD,YX,160.0,189
DFW,MSN,AA,821.0,189
STL,LAS,F9,1371.0,189
CLT,BNA,WN,328.0,189
LAX,COS,OO,833.0,189
PHL,RDU,YX,337.0,189
LAX,BZN,OO,902.0,189
DEN,HNL,UA,3365.0,189
CLT,SLC,DL,1727.0,189
MIA,CHS,MQ,489.0,188
MCO,RIC,B6,667.0,188
PHX,JFK,B6,2153.0,188
HOU,BHM,WN,570.0,188
DCA,SYR,OH,298.0,188
PHL,STL,YX,814.0,188
SFO,LAX,AA,337.0,188
PHL,DEN,F9,1558.0,188
LGA,GRR,9E,618.0,188
CHS,DAL,WN,977.0,188
IAH,SAV,YV,851.0,188
SEA,DTW,AS,1927.0,188
SEA,DEN,OO,1024.0,187
PIT,ORD,MQ,413.0,187
DEN,RSW,UA,1607.0,187
IAH,ATL,NK,689.0,187
RDU,MCO,F9,534.0,187
TUL,DFW,MQ,237.0,187
DEN,CVG,F9,1069.0,187
DCA,PHL,OH,119.0,187
BOS,JFK,9E,187.0,187
MOB,IAH,EV,427.0,187
MSP,JFK,9E,1029.0,187
IAH,BHM,YV,562.0,187
DTW,DCA,YX,405.0,187
LAS,TUL,WN,1076.0,187
DFW,ICT,YV,328.0,187
CLE,DTW,OO,95.0,187
IAD,PBG,OO,444.0,187
IAH,OMA,YV,781.0,187
ORF,LGA,YX,296.0,187
MSP,SAT,DL,1097.0,187
PVD,MCO,B6,1072.0,187
BOS,JAX,YX,1010.0,187
DEN,DSM,WN,589.0,186
BNA,BOS,YX,942.0,186
ILM,DCA,OH,319.0,186
BDL,IAD,YV,325.9569892473118,186
IAH,PNS,YV,489.0,186
DSM,IAH,YV,802.0,186
HNL,DEN,UA,3365.0,186
ATL,BTR,DL,448.0,186
JFK,BQN,B6,1576.0,186
BNA,ORD,UA,409.0,186
MSY,LGA,DL,1183.0,186
SEA,FAI,DL,1533.0,186
EWR,PDX,UA,2434.0,186
MYR,DTW,NK,636.0,186
LAX,GEG,OO,945.0,186
LAS,MAF,WN,795.0,186
LAX,IAH,DL,1379.0,186
CRP,DFW,YV,354.0,186
DEN,ONT,F9,819.0,186
JFK,BUR,B6,2465.0,185
PDX,SJC,OO,569.0,185
PHL,PIT,YX,268.0,185
DEN,HYS,OO,298.0,185
RIC,MCO,B6,667.0,185
FLL,RDU,DL,680.0,185
HOU,PNS,WN,488.0,185
SMF,MDW,WN,1790.0,185
BOS,MIA,DL,1258.0,185
VPS,CLT,AA,460.0,185
LAS,PIT,WN,1910.0,185
LAX,SFO,B6,337.0,185
CGI,ORD,OO,339.03783783783786,185
IAH,PHL,YV,1325.0,185
OMA,PHX,AA,1037.0,185
DTW,ORF,OO,529.0,185
STL,CMH,WN,409.0,185
PHX,IAD,UA,1956.0,185
ORD,PDX,AA,1739.0,185
PIT,SEA,AS,2125.0,185
SAT,EWR,UA,1569.0,185
CHS,LGA,9E,641.0,185
LGA,MSY,DL,1183.0,185
DTW,CLE,OO,95.0,185
CLT,IND,OH,427.0,185
LAX,IAD,AS,2288.0,185
MDW,OKC,WN,691.0,185
SLC,EWR,UA,1969.0,185
CLE,ATL,WN,554.0,185
JFK,PBI,DL,1028.0,185
LGA,JAX,9E,833.0,184
MDW,ABQ,WN,1121.0,184
ORD,BDL,AA,783.0,184
SRQ,ORD,UA,1050.0,184
ICT,DFW,YV,328.0,184
ATL,MSP,NK,907.0,184
DEN,COD,OO,391.0,184
DTW,PIT,YX,201.0,184
LGA,XNA,YX,1147.0,184
MSP,LAS,NK,1299.0,184
OKC,LAX,OO,1187.0,184
PBI,ISP,WN,1052.0,184
BOI,SMF,WN,437.0,184
OMA,IAH,YV,781.0,184
MCI,SAN,WN,1334.0,184
ATL,PHL,F9,666.0,184
BWI,SJU,NK,1565.0,184
DEN,EAR,OO,305.0,184
PIT,LAS,WN,1910.0,184
DFW,OMA,MQ,583.0,184
GSO,CLT,MQ,83.0,184
ELP,ORD,MQ,1236.0,184
IAD,LAX,AS,2288.0,184
DFW,EYW,AA,1089.0,184
TPA,RDU,WN,587.0,184
DTW,IND,YX,231.0,184
SYR,DCA,OH,298.0,184
ORD,MEM,YX,491.0,184
MDW,SMF,WN,1790.0,184
PVD,TPA,WN,1136.0,183
OGG,DEN,UA,3302.0,183
ATL,LGA,F9,762.0,183
CMH,IAH,YV,986.0,183
DFW,JFK,DL,1391.0,183
CLE,LGA,EV,419.0,183
MDW,IAH,WN,917.0,183
IAD,SAT,UA,1362.0,183
PHX,PSP,YV,261.0,183
ATL,MKE,WN,669.0,183
DEN,SNA,F9,846.0,183
PIT,RSW,WN,966.0,183
MSP,XWA,OO,553.0,183
FLL,LAS,B6,2173.0,183
MSP,LNK,OO,331.0,183
HRL,DFW,OO,461.0,183
IAH,MAF,UA,429.0,183
ATL,DAY,9E,432.0,182
IND,FLL,WN,1005.0,182
MYR,FLL,NK,529.0,182
OMA,DFW,MQ,583.0,182
LAX,ACV,OO,577.0,182
ORD,BWI,MQ,621.3296703296703,182
BWI,MSP,WN,936.0,182
FLL,CMH,NK,973.0,182
ORD,GRR,YX,137.0,182
BOS,CLT,YX,728.0,182
IAH,MKE,OO,984.0,182
LAX,LAS,AS,236.0,182
DFW,MHK,MQ,431.0,182
GSP,EWR,YX,594.0,182
ORD,PDX,AS,1739.0,182
DFW,MGM,MQ,622.0,182
MSY,ATL,NK,425.0,182
DAL,CMH,WN,919.0,182
BNA,MYR,WN,471.0,182
BWI,MCO,F9,787.0,182
SMF,BOI,WN,437.0,181
SFO,DFW,OO,1464.0,181
LAS,TPA,NK,1984.0,181
MCI,LGA,WN,1107.0,181
EYW,DFW,AA,1089.0,181
MCO,MCI,NK,1072.0,181
JAX,PHL,OH,742.0,181
ISP,PBI,WN,1052.0,181
MIA,ATL,F9,594.0,181
ABQ,PHX,OO,328.0,181
CLE,ATL,NK,554.0,181
GSP,IAH,YV,837.0,181
DCA,PHL,YX,119.0,181
MEM,DEN,WN,872.0,181
SJC,BOI,WN,523.0,181
DCA,MSP,YX,931.0,181
CLT,FWA,OH,460.0,181
ORF,MIA,MQ,802.0,181
FLL,CMH,WN,973.0,181
BFL,PHX,YV,425.0,181
CHS,PHL,OH,550.0,181
PIT,DTW,YX,201.0,181
CAE,DFW,MQ,922.0,181
DFW,YUM,OO,1022.0,181
OGG,ITO,HA,121.0,181
PHX,PSP,WN,261.0,180
BDL,ORD,YX,783.0,180
PHX,ABQ,OO,328.0,180
MIA,BDL,AA,1194.0,180
IND,DTW,YX,231.0,180
ATL,PHL,NK,666.0,180
SFO,BNA,UA,1969.0,180
STS,SAN,OO,508.0,180
MEM,HOU,WN,484.0,180
ORF,IAD,UA,157.0,180
LGA,TPA,B6,1010.0,180
DFW,TYS,YV,771.0,180
LGA,MEM,YX,963.0,180
ONT,DEN,F9,819.0,180
MLU,ATL,OO,448.0,180
DTW,SEA,AS,1927.0,180
ATL,DHN,OO,170.0,179
AUS,ELP,MQ,528.0,179
FAY,ATL,OO,331.0,179
ORF,ORD,MQ,717.0,179
SLC,IAH,UA,1195.0,179
ATL,IAH,NK,689.0,179
STL,PHL,YX,814.0,179
BTR,ATL,DL,448.0,179
RSW,DCA,B6,892.0,179
FLL,RIC,B6,805.0,179
SLC,MSY,DL,1428.0,179
IAH,JAN,EV,351.0,179
TPA,SFO,UA,2393.0,179
IAH,TUS,YV,936.0,179
JAX,BOS,YX,1010.0,179
FLL,PIT,WN,994.0,179
IMT,MSP,OO,257.0,179
EWR,MIA,B6,1085.0,179
FLL,MCI,WN,1242.0,179
SLC,BWI,DL,1865.0,179
SEA,BIL,QX,664.0,179
DTW,RIC,OO,456.0,179
SFO,RDU,UA,2400.0,179
ATL,MSY,NK,425.0,179
AUS,MCI,WN,650.0,179
LAX,MSY,WN,1670.0,179
DEN,PRC,OO,557.0,178
SFO,CLE,UA,2161.0,178
DEN,XNA,OO,616.0,178
STL,MCO,F9,882.0,178
BQN,JFK,B6,1576.0,178
DFW,TLH,MQ,767.0,178
ATL,LAS,F9,1747.0,178
LIH,LAX,AA,2615.0,178
IAH,TUS,OO,936.0,178
IAH,MOB,EV,427.0,178
SLC,SAN,WN,626.0,178
DEN,SDF,WN,1024.0,178
DDC,DEN,OO,292.0,178
CVG,PIE,G4,776.0,178
LAX,DCA,DL,2311.0,178
DFW,MSN,MQ,821.0,178
MYR,BOS,NK,738.0,178
SLC,CLT,DL,1727.0,178
PBI,BDL,B6,1133.0,178
DEN,OGG,UA,3302.0,178
IAH,GSP,YV,837.0,178
IAD,MIA,UA,921.0,178
ORD,CVG,YX,264.0,178
PVD,CLT,OH,683.0,178
ONT,PHX,YV,325.0,177
ABQ,SAN,WN,628.0,177
ABQ,PHX,AA,328.0,177
ABQ,OAK,WN,889.0,177
DEN,LAX,F9,862.0,177
DHN,ATL,OO,170.0,177
DFW,MRY,MQ,1430.0,177
PBI,ATL,WN,545.0,177
TPA,PVD,WN,1136.0,177
IAH,MEI,OO,422.0,177
CVG,RSW,DL,879.0,177
IAD,DFW,YV,1172.0,177
BZN,SEA,AS,543.0,177
HNL,SEA,HA,2677.0,177
MKE,RSW,WN,1183.0,177
AVL,PIE,G4,519.0,177
BZN,LAS,WN,701.0,177
CDV,YAK,AS,213.0,177
SFB,TYS,G4,511.0,177
BWI,SLC,DL,1865.0,177
GRR,LGA,9E,618.0,177
IAH,GPT,EV,376.0,177
LAS,FLL,B6,2173.0,176
MEM,LGA,9E,963.0,176
KTN,WRG,AS,82.0,176
ATL,PBI,WN,545.0,176
DTW,SCE,OO,301.0,176
DFW,PDX,AS,1616.0,176
DAL,SEA,AS,1670.0,176
SAT,MSP,DL,1097.0,176
PHL,IAH,YV,1325.0,176
PHX,FSD,YV,1081.0,176
OGG,PDX,HA,2562.0,176
LAS,AUS,AA,1090.0,176
GSP,MIA,MQ,637.0,176
ATL,CLE,NK,554.0,176
